Lower Super Output Area,Names,Age 16-29,No cars or vans (%),Public Transport Accessibility Levels,Non-English speaking(%),Income estimate,One person household(%),Private rented (%),No usual residents (%),High qualification Level (%)
E01003458,Merton 006D,319,36.9,3.3,11.5,68316,28.7,32.6,3.6,64.6
E01003459,Merton 006E,501,45.9,3.4,12,44051,34,31.7,1.3,50.6
E01003394,Merton 007A,433,32.7,3.2,32.5,36947,20,33.3,4.4,25.7
E01003395,Merton 007B,314,24.7,1.9,19.7,39364,19.7,18.7,6.3,30
E01003396,Merton 007C,393,38.6,4.8,24.3,40727,20.8,31.8,2.9,37.4
E01003397,Merton 007D,332,35.9,3.8,22.4,38410,25.7,29.8,4.3,35
E01003398,Merton 007E,383,27.8,2.6,21.3,39823,23.2,26.9,5.2,30.9
E01003368,Merton 008A,383,33.9,3.2,20.8,38495,25.6,26.1,3.3,31.4
E01003372,Merton 008B,378,49.8,3.2,17.4,34959,33.5,25.2,3.1,32.3
E01003393,Merton 008C,416,56,4.1,34.7,37254,31.3,51.9,6.4,35.1
E01003406,Merton 008D,409,32.7,1.8,19.3,36498,20.8,18.9,1.6,28.4
E01003407,Merton 008E,474,42.3,2.4,27.3,40587,34.9,47.4,1.2,41.8
E01003355,Merton 009A,375,43,5.4,14.6,59070,35.2,49.9,2.5,63.8
E01003356,Merton 009B,384,34.2,4.6,10.8,64811,28.9,29.2,2.1,60.3
E01003358,Merton 009C,511,39.6,6.8,15,65480,30.6,46.6,3.7,64.8
E01003383,Merton 009D,383,44.5,7.2,11,70082,31.8,43.5,2.7,66
E01003384,Merton 009E,400,36,6.4,7.2,70723,26.2,37.7,2.2,65.8
E01003442,Merton 010A,202,20.3,2.7,10.7,79185,35,25.5,5.4,61.6
E01003443,Merton 010B,172,16,5.1,5.8,82490,27.5,18.5,4.1,64.6
E01003444,Merton 010C,206,25.8,4,7.9,68974,35.4,27.2,3.3,61.8
E01003445,Merton 010D,235,18.7,3,6.2,65917,24.8,13.4,1.8,48
E01003463,Merton 010E,169,10.2,1.9,13.1,91412,19.6,15.5,3.2,58.7
E01003380,Merton 011A,340,30.7,3,7.9,62807,25.6,25.6,1.3,54.9
E01003382,Merton 011B,252,27.2,4.1,7.2,60118,29,30.6,3.3,54.3
E01003385,Merton 011C,255,25.9,3.7,6.9,75705,25.2,27.2,1.1,66.7
E01003399,Merton 011D,330,34.3,4,9.1,64130,32.7,34.1,5.1,58.7
E01003423,Merton 011E,292,29.4,3.5,8.3,61396,24.3,30.4,2.1,56.1
E01003357,Merton 012A,508,54.9,4.8,20.8,33189,34.4,21.6,2.1,30.9
E01003376,Merton 012B,331,39.8,2,18.7,32675,26.9,15.6,1.8,20.6
E01003377,Merton 012C,371,42.2,2,20.9,27438,22.6,16.2,1.3,20.7
E01003408,Merton 012D,442,42.8,2.7,21.6,40798,35.5,35.5,1.8,42.9
E01003410,Merton 012E,370,41.9,2.1,24.9,34902,28.9,32.1,0.9,32.3
E01003386,Merton 013A,485,34.6,3.9,27.8,36176,19.1,35.5,1.4,27.3
E01003388,Merton 013B,289,43.9,4.6,16.6,34804,32.2,19,4.5,24.3
E01003389,Merton 013C,360,35.3,4,20.4,35865,26.6,32,2.8,27.6
E01003392,Merton 013D,291,31.3,3.3,20.6,38691,29.9,25.9,2.5,31.1
E01003409,Merton 013E,372,34,3.9,21.5,33961,22.4,18.7,2.4,23.1
E01003387,Merton 014A,340,37.8,2.6,15.5,33015,28.3,16,5.2,21.8
E01003391,Merton 014B,300,50.2,1.9,12.1,29218,34,12.1,0.7,24.9
E01003411,Merton 014C,359,37.7,3.2,20.7,36710,32.1,24.6,3.5,28.5
E01003412,Merton 014D,330,31.7,2.4,19.4,35172,26.8,15.4,2.9,24.2
E01003435,Merton 014E,256,22.9,2,11.4,39394,25.1,11.6,5.8,25.5
E01003361,Merton 015A,343,26.2,2.9,14.5,45612,25.8,24.3,3,38.2
E01003424,Merton 015B,181,13.9,2,5.7,74238,18.8,8.4,2.9,58
E01003425,Merton 015C,205,12.2,3.2,4.9,69091,15.7,8.9,2.9,50
E01003426,Merton 015D,319,21.3,5.1,15.6,57481,17.4,18.4,3.9,45.9
E01003428,Merton 015E,268,34.2,3.5,6.3,65784,37,25.3,4.1,58.8
E01003366,Merton 016A,336,30.1,3.1,9.7,42218,28.9,23.4,2.1,35.4
E01003381,Merton 016B,318,38.5,5.3,8.9,59105,38.2,36.2,2.7,56.9
E01003446,Merton 016C,386,42.9,5.4,14.5,51119,39.2,43.9,4.8,54.5
E01003447,Merton 016D,311,39.1,2.6,13.6,37639,35.6,24.6,0.7,35.5
E01003471,Merton 016E,254,24.8,3.6,11.1,55324,28.1,20.7,1.6,43.1
E01003413,Merton 017A,421,28.5,2.8,20.2,38077,26.2,21.2,4.6,33.3
E01003414,Merton 017B,345,23.7,3,17.6,38273,23.4,16.9,6.7,25.9
E01003415,Merton 017C,317,26.1,3,14.2,39679,21.4,15,5,27.4
E01003416,Merton 017D,300,20.6,2.4,13.1,39916,23.2,13.1,4.5,24.6
E01003434,Merton 017E,338,22.7,2.7,14.6,40157,21.9,14,1.7,23.6
E01003373,Merton 018A,318,49.1,2,19.2,27050,25.6,13.4,1.7,19.5
E01003378,Merton 018B,411,37.4,2.8,19,35901,23.9,19.4,1.5,30.1
E01003379,Merton 018C,360,55.3,4.4,20.4,29711,36.4,20.8,1.7,19.4
E01003390,Merton 018D,354,58.1,4.8,26.2,26314,32.1,17.5,4.7,19.7
E01003405,Merton 018E,357,41,3.1,19.5,33220,30.2,19.5,3.7,24
E01003429,Merton 019A,298,17.8,2.1,12.2,40642,21.7,13.4,2.1,24.6
E01003430,Merton 019B,293,45.5,2.6,13.4,29722,31.6,15.4,1.4,23.5
E01003431,Merton 019C,290,35.2,2.9,11.9,32527,25.9,11.7,4,21.5
E01003432,Merton 019D,343,31.5,2.7,11.6,30324,20.9,6.5,1.7,19.8
E01003433,Merton 019E,296,33.9,3,11.6,35890,29.1,18,2.9,25.2
E01003466,Merton 020A,265,18.5,2.3,8.8,58531,19.5,13.5,3.1,46
E01003467,Merton 020B,246,15.6,2.2,5.2,60862,19.6,13.8,2.4,46.9
E01003468,Merton 020C,240,16.8,3,6,56965,19.8,11.1,3.2,42.5
E01003469,Merton 020D,316,24.9,3.2,23.2,40512,18.5,22.8,2.7,35.1
E01003470,Merton 020E,343,22.2,3.3,17.3,46093,21.7,19.4,2.4,38.1
E01003362,Merton 021A,227,16,2.3,7,52809,23.2,8.6,1.6,34.5
E01003363,Merton 021B,241,13.2,2,9.2,49097,19.7,8.1,1.5,32.2
E01003364,Merton 021C,259,14.8,2,7.3,47852,23.6,6.3,3,34.9
E01003365,Merton 021D,255,13.9,3.2,8,54753,18.9,8.2,2,36
E01003421,Merton 021E,304,24.1,2.5,10.6,43237,29.1,17.5,0.8,32.7
E01003374,Merton 022A,284,45.2,3.4,14.8,34158,34.1,21.8,1.3,25.9
E01003375,Merton 022B,275,30.7,3.5,15.3,38620,35.2,20.6,3.5,25.2
E01003437,Merton 022C,318,29.3,2.6,13,40199,31.2,17.4,1.3,28.7
E01003440,Merton 022D,315,34.4,2.2,15.6,35079,30,16.4,2.3,27.1
E01003441,Merton 022E,404,31.6,2.6,15.6,34730,21.1,19,0.8,26.5
E01003427,Merton 023A,392,43.8,5.3,27.5,39548,30.2,39,2.8,35
E01003436,Merton 023B,304,29.9,2.3,14.5,34616,26.5,12.1,1.3,22.7
E01003439,Merton 023C,310,39.6,5.2,22.1,34198,25,33.9,4.4,24.8
E01003448,Merton 023D,355,36.3,2.4,17,33638,27.5,13.9,1.7,25
E01003453,Merton 023E,314,34.6,4,21.5,34407,30.6,22.3,1.5,22.5
E01003438,Merton 024A,321,36.6,3,17.1,33261,29.1,12.2,1.1,19.7
E01003449,Merton 024B,355,32.5,2.9,17.1,37516,30.4,18.8,1.9,28.7
E01003450,Merton 024C,295,32.5,3.3,14.6,34189,25,11.6,1.6,20.5
E01003451,Merton 024D,312,20.4,2.9,8.4,43032,22.9,6.4,1,23.9
E01003452,Merton 024E,385,38.6,3.3,12.8,33203,33,9.4,1.7,19.9
E01003417,Merton 025A,270,16.6,2.7,4.9,42884,22.4,7.7,1.6,22.2
E01003418,Merton 025B,244,13.7,1.8,5.5,43047,19,5.5,1.1,20.4
E01003419,Merton 025C,290,19,1.7,8.7,41895,22.4,10,2.3,24.5
E01003420,Merton 025D,217,15.2,2.3,8.5,42505,20.6,10.3,2.3,21.7
E01003422,Merton 025E,226,16.8,2.3,6.8,43045,26.3,9.9,3.6,24.7
E01003744,Redbridge 001A,186,11,2.1,2,65272,31.8,11,6.6,34.3
E01003745,Redbridge 001B,214,3.5,1.7,3.7,81938,12.4,3.7,1.8,42.8
E01003746,Redbridge 001C,197,11.2,2.3,3.6,68838,34.9,11.8,4.1,39.1
E01003747,Redbridge 001D,163,9.2,2.6,2,72388,19.6,2.9,1.6,44.5
E01003748,Redbridge 001E,223,13.5,2.8,4.4,75657,27.1,15,3.9,43.5
E01003749,Redbridge 001F,275,18.4,3.5,8.8,59604,30.1,20.4,1.9,44.4
E01003750,Redbridge 001G,259,30.2,2.8,5,55151,43.7,17,3.6,42.2
E01003720,Redbridge 002A,291,37.8,2.8,7.7,32467,39.8,11.6,1.7,16.6
E01003722,Redbridge 002B,332,27.2,2.2,10.4,33094,27.4,10.4,1.8,18.3
E01003723,Redbridge 002C,277,32,2.5,9.1,33232,30.5,7.5,2.4,17.8
E01003726,Redbridge 002D,288,36.5,1.7,13.3,31366,36.2,12,2.4,21.1
E01003721,Redbridge 003A,288,27.3,2.7,10.8,38202,25.8,13.6,1.8,24.2
E01003724,Redbridge 003B,242,16,2.2,9.2,40464,22.9,11.7,2.7,26.5
E01003725,Redbridge 003C,257,24.8,2.3,9.7,35145,30,21.2,2.4,23.4
E01003727,Redbridge 003D,250,33.6,2.3,9.9,31663,32.7,10.7,1.9,17.3
E01003654,Redbridge 004A,275,23.4,3.3,7.5,44761,25.7,13.8,2.3,34.8
E01003655,Redbridge 004B,245,21,3.5,8.1,54664,29.3,18.2,2.6,38.6
E01003658,Redbridge 004C,287,36.6,3.2,16,35727,36.1,13.9,2.6,26.9
E01003660,Redbridge 004D,315,13.3,2.1,5,54254,23.1,12.4,2.2,29.8
E01003656,Redbridge 005A,292,29.7,2,6.1,35985,35.8,13.2,1.4,23.8
E01003657,Redbridge 005B,347,17.1,1.7,6.6,44547,29,18.7,1.7,27.7
E01003659,Redbridge 005C,293,13.2,1.8,8.8,48569,23.8,12.4,1.1,28.3
E01003698,Redbridge 006A,251,16.6,2.5,8.5,46729,19.3,12.3,1.1,23.1
E01003699,Redbridge 006B,245,21.5,3,7.7,44348,31.8,14.1,3.6,26.4
E01003700,Redbridge 006C,453,20.1,3.1,8.8,39721,28.3,17,1.6,25.1
E01003701,Redbridge 006D,352,24.4,4.2,19,40000,21.1,25.7,3.2,25.8
E01003702,Redbridge 006E,280,27.6,2.8,10.6,38271,39.2,26.1,2,25.6
E01003703,Redbridge 006F,411,13.9,1.5,9.3,53740,27.2,17,3.1,28.6
E01003704,Redbridge 006G,323,29.3,3,10.4,36840,27.6,15.6,2.8,22.2
E01003668,Redbridge 007A,294,27.2,3.8,8.1,60723,38,29.8,2.6,48.6
E01003669,Redbridge 007B,255,15.3,2.3,4.8,67063,24.9,18.8,2.1,48.4
E01003670,Redbridge 007C,262,20.3,2.5,4.3,60065,24.4,15.4,2,40
E01003671,Redbridge 007D,218,10.3,2.1,4.5,67333,18.3,4.5,0.9,40.5
E01003672,Redbridge 007E,327,41.7,3,8.1,40355,43,26.8,8.5,41.6
E01003673,Redbridge 007F,318,22.8,2.5,5.6,60213,29.4,29.7,2.5,52.3
E01003674,Redbridge 007G,537,30.1,3,9.9,57307,38.2,42.3,2.6,49.2
E01003707,Redbridge 008A,249,13.9,2,11.7,43978,20.5,9.6,1.9,28.1
E01003708,Redbridge 008B,247,37,2,14.2,31947,32.8,15.8,1.8,22.1
E01003709,Redbridge 008C,271,14.4,2,12.3,45074,17.9,11.6,2.7,28.9
E01003710,Redbridge 008D,315,14.4,1.9,7.9,45787,22.5,7.9,2.9,28.8
E01003759,Redbridge 009A,209,15.7,2.7,8.1,65932,21.1,8.8,1.8,40
E01003760,Redbridge 009B,347,23.6,2.3,12.4,42075,22.5,21.3,1.9,33
E01003761,Redbridge 009C,271,47.1,2,28.1,26017,34,13.2,2,21.3
E01003762,Redbridge 009D,256,17.8,1.9,6.6,55263,27.7,18.3,3,38.9
E01003763,Redbridge 009E,312,15.2,1.5,7.6,50983,20.4,12.5,2.1,33.9
E01003764,Redbridge 009F,382,27.3,3.4,9.2,53740,32,27.8,2.2,45.3
E01003765,Redbridge 009G,311,21.3,3.6,6.9,59947,27.3,25.7,2.3,44.7
E01003705,Redbridge 010A,415,24.6,3.5,10.6,41829,22.8,17.8,2.4,27.3
E01003706,Redbridge 010B,278,26.3,2,13.1,38064,26.4,20.6,2.2,25.7
E01003711,Redbridge 010C,319,24.5,2.7,10.7,40962,25.1,17.4,2.2,26.3
E01003712,Redbridge 010D,262,39.4,2.1,13.4,32009,35.3,11.2,1.8,23.7
E01003646,Redbridge 012A,412,30.4,3.8,21.2,39900,30.1,26.7,5.1,35.1
E01003648,Redbridge 012B,267,11,2.4,5.5,57070,22.3,6.6,2.9,32.1
E01003649,Redbridge 012C,316,15.2,2,14.2,53520,13.8,12.1,1.1,36
E01003651,Redbridge 012D,305,18.9,3.6,13.9,52987,20.6,9,4.5,35.6
E01003639,Redbridge 013A,344,33.2,3,17.6,37555,29.3,18.2,2.6,27.7
E01003640,Redbridge 013B,333,18.7,1.1,13.1,45011,24.5,17,1.4,30.9
E01003641,Redbridge 013C,354,18.7,2.3,18.5,44172,17.2,18.9,0.7,34.8
E01003642,Redbridge 013D,305,24.5,2.4,17.5,38629,19.6,15.1,3.4,29.9
E01003774,Redbridge 014A,276,27.1,2.9,5.9,63554,42.6,23,2.6,52.3
E01003775,Redbridge 014B,298,20.3,3.3,7.3,65319,25.9,24.5,2.4,53.4
E01003776,Redbridge 014C,271,50.8,3.6,9.8,38307,55.5,25.2,2.7,38.5
E01003777,Redbridge 014D,380,32.4,4.5,7.5,64724,40.1,31.3,4.8,57.6
E01003778,Redbridge 014E,356,36.9,4.7,8.4,59294,38.9,33,2.3,54.3
E01003779,Redbridge 014F,199,36.7,4.2,7.6,54010,44.6,19.9,3.1,44.9
E01003780,Redbridge 014G,244,7.7,1.8,6.5,74653,17.2,4.9,2.1,47.7
E01003647,Redbridge 015A,422,28.1,3.7,21.9,47736,21.4,30.1,2.4,38.1
E01003650,Redbridge 015B,239,32.2,2.9,16.7,39309,28.4,16.7,3,30.4
E01003652,Redbridge 015C,322,14.1,3,16.8,53436,15.1,13.1,2.6,38.4
E01003653,Redbridge 015D,305,32.6,4.2,26.2,40739,24.2,36.4,5.3,34.9
E01003638,Redbridge 017A,369,33.4,2.9,9.5,39568,29.8,7.5,2.3,26.2
E01003643,Redbridge 017B,314,21.9,2.7,17.7,43651,23.6,15.1,2.5,32.3
E01003644,Redbridge 017C,301,16.5,2.8,19.5,43733,14.9,14.1,2.2,34.7
E01003645,Redbridge 017D,528,29.1,3.7,24.6,43016,21.2,42.3,2.7,37.4
E01003789,Redbridge 018A,264,23.7,3.9,5.4,64454,36.5,13.8,3.1,50.4
E01003794,Redbridge 018B,210,18.9,1.6,5.7,59330,21.5,10.8,1.3,43.2
E01003795,Redbridge 018C,164,12.9,2.1,3.7,71425,18.5,8.8,2.3,49.9
E01003796,Redbridge 018D,271,24.9,3.6,8.9,59678,28.1,15.8,1.4,46.5
E01003661,Redbridge 019A,412,22.6,3.4,13.2,40627,21,11.4,1.2,28.2
E01003662,Redbridge 019B,404,40.1,4.1,15.5,35909,32.4,35.2,2.2,29.2
E01003663,Redbridge 019C,273,23.9,2.3,8.5,38151,31.4,9.8,1.8,20.6
E01003664,Redbridge 019D,348,19.3,1.1,8.2,43262,20,11.7,1.5,27.9
E01003665,Redbridge 019E,308,18.1,2.1,11.5,44920,16.6,10.6,1.3,28.3
E01003666,Redbridge 019F,455,39,2.1,15.9,37215,34.8,31.1,2.6,31.1
E01033590,Redbridge 019H,314,31.3,2,19.1,38701,25.3,36.2,1.6,34.1
E01033592,Redbridge 019I,435,19,2.2,13,42601,16.4,20.2,1.7,30.7
E01003751,Redbridge 020A,378,24.5,2.9,23.1,39006,16.9,22.3,2.1,32.5
E01003753,Redbridge 020B,410,30.8,3.7,26.4,38826,22.9,38.7,1.9,33.6
E01003754,Redbridge 020C,324,29.1,3,20.1,39178,27.8,15.8,3.3,34.2
E01003757,Redbridge 020D,470,32.8,3,27.8,36931,21.9,36.2,2.8,31.3
E01003769,Redbridge 022A,432,40,4,25.9,33710,21.7,48.7,2.8,30.8
E01003770,Redbridge 022B,579,26.1,2.5,18.9,40290,24.9,22.3,2.2,34.4
E01003771,Redbridge 022C,392,34.9,3.4,27.9,36543,18.4,29.6,2,32.8
E01003773,Redbridge 022D,332,28.7,3.6,15.4,42668,23.7,22.8,1.7,33.2
E01003752,Redbridge 023A,691,23.5,3.7,19.3,44882,21,22.2,3.3,39
E01003755,Redbridge 023B,388,20.5,3.4,29.8,39815,13.3,19.1,3.1,30
E01003756,Redbridge 023C,452,23.5,2.8,20.8,38856,16,22.3,1.6,31.7
E01003758,Redbridge 023D,610,34.3,2.5,26.8,34851,14.9,31.6,1.6,33.1
E01003766,Redbridge 024A,447,23,2.8,24.3,35690,13.5,28.1,0.5,27
E01003767,Redbridge 024B,500,36.5,3.4,30.7,33042,21,43.2,1.6,31.7
E01003768,Redbridge 024C,483,45,3.1,32.3,33973,27.4,45.5,2.4,30.4
E01003772,Redbridge 024D,380,23.1,2.3,19.3,38297,18.7,26.1,1.5,32.2
E01003781,Redbridge 026A,355,39.5,4.8,23.6,39339,30.7,41.5,5.5,37.9
E01003782,Redbridge 026B,414,36.3,4.4,27.2,34920,20.7,44.2,3.2,32.6
E01003786,Redbridge 026C,303,19.7,2,14,45333,18.1,19.2,2.4,40.1
E01003787,Redbridge 026D,317,28.1,2.8,17.9,40031,21.1,27.7,2.7,37.2
E01003790,Redbridge 027A,214,27.5,1.7,9.3,53125,29.6,11.8,3,43.8
E01003791,Redbridge 027B,252,15.2,2.7,4.3,64835,19.6,7.8,2.2,44.9
E01003792,Redbridge 027C,228,18.1,2.1,4.1,69149,23.4,12.6,1.6,50
E01003793,Redbridge 027D,259,39.6,2.2,10.7,37377,43.9,19.1,1.8,35.4
E01003783,Redbridge 029A,645,61.2,6.6,30.2,32852,35.8,49.1,4,34.1
E01003784,Redbridge 029B,393,30.6,3.5,23.6,38479,22,31.3,1.6,35.9
E01003785,Redbridge 029C,453,49.1,5.5,34.4,36930,28.6,53.8,1.4,38.6
E01003788,Redbridge 029D,410,51.8,5.2,30.9,36417,29.6,54.9,3,39.9
E01003683,Redbridge 030A,467,31.2,2.2,34.9,31016,14.1,35.4,2.4,26.7
E01003684,Redbridge 030B,377,25.8,2,33.3,33182,15.7,26.8,1.6,27.5
E01003685,Redbridge 030C,490,34.3,2.9,34.6,31511,13.4,36.8,2.5,29.2
E01003686,Redbridge 030D,489,31.7,3.1,30.6,33406,13.3,37,2.4,29.1
E01003688,Redbridge 030F,458,39.8,3.2,25.9,33563,20.1,36.1,3.1,30.2
E01003689,Redbridge 030G,363,49,5,31.5,30010,25.8,35.4,3.4,30.6
E01033589,Redbridge 030H,561,72.3,5.9,38.5,40284,21.5,68.8,5.2,58.9
E01033591,Redbridge 030I,523,49,3.3,28.4,30738,22.4,43.3,3.7,28.9
E01003737,Redbridge 031A,351,21.2,2.4,16.2,44838,21.6,11.5,2.7,31.2
E01003738,Redbridge 031B,468,18,2.9,14.2,42580,18.7,15.5,1.5,27.8
E01003739,Redbridge 031C,516,21.6,2.3,22,38964,19,15.7,1.3,32.9
E01003740,Redbridge 031D,419,21.7,2.3,14.8,40224,19.2,14,3.3,34
E01003741,Redbridge 031E,362,30.6,3,10.3,38306,29.2,14,1.1,25.7
E01003742,Redbridge 031F,425,27.8,3.4,27.2,37091,14.4,33.8,1.6,29.6
E01003743,Redbridge 031G,422,25,2.6,25.6,34636,14.1,29,3.1,27.1
E01003728,Redbridge 032A,691,54.7,5.6,33,33896,24.6,38.5,2.5,40.4
E01003729,Redbridge 032B,432,54.2,3.8,36.7,27285,21.9,37.1,3.7,25.5
E01003730,Redbridge 032C,435,36.5,3,36.8,29950,9.9,33.2,3.3,27.9
E01003732,Redbridge 032D,316,58.3,1.8,31.1,29645,24,36.1,2,29.7
E01003733,Redbridge 032E,495,37.1,2.8,36.7,31870,17.4,32.9,2.9,35.1
E01003731,Redbridge 033A,371,38.7,2.8,30.9,29809,23,29.8,1.5,28.6
E01003734,Redbridge 033B,404,40.4,3.5,30.9,33419,19,33.1,2.8,29.2
E01003735,Redbridge 033C,461,52,2.9,28.9,26195,24.7,25.6,0.9,27.3
E01003736,Redbridge 033D,363,34.1,3.2,29.1,34419,13.3,27.2,2.3,32.8
E01003713,Redbridge 034A,435,22.5,3.6,23.7,38324,15.8,24.1,0.6,31.2
E01003714,Redbridge 034B,476,31.5,4,27.6,34598,17.3,31.8,2.4,27.3
E01003715,Redbridge 034C,532,32.4,3.8,23.4,35847,20,35.6,2.4,31
E01003716,Redbridge 034D,359,27.1,3.2,18,38523,22.1,23.6,1.7,32.1
E01003718,Redbridge 034E,409,35.1,3.7,27.5,37798,28.3,39.5,1.7,36.3
E01003719,Redbridge 034F,500,32.4,3.9,26.1,37005,21.8,38.5,1.1,35.8
E01032581,Redbridge 034G,375,36.2,3.4,15.6,33684,36.1,28.8,1.7,25.5
E01003690,Redbridge 035A,449,41.8,5,19.6,41776,28.8,38.7,6.6,36.7
E01003691,Redbridge 035B,349,23,2.1,19.9,39370,19.1,23,1.9,36.5
E01003692,Redbridge 035C,346,23.8,4.8,19.8,46243,19,26.1,2.1,38.1
E01003693,Redbridge 035D,347,12.8,2.6,14.8,53601,14.2,13.9,0.5,36.7
E01003694,Redbridge 035E,315,24.1,3.6,15.6,45006,21.7,15.2,0.7,36
E01003695,Redbridge 035F,327,35.8,3.7,23.8,38320,28.3,43.6,2.6,37.4
E01003696,Redbridge 035G,532,24.1,4.3,14.2,40981,18.9,16.2,2.1,35.7
E01003697,Redbridge 035H,360,21.5,3.7,18.3,46610,18.1,18.1,1.4,41
E01003675,Redbridge 036A,313,20.8,3.7,19.6,48972,17.1,21,2.2,37.9
E01003676,Redbridge 036B,348,15.8,3.4,18.4,53529,15.2,12.1,2.2,36.4
E01003677,Redbridge 036C,285,12.1,2.4,11.3,52771,14.6,9.3,1.6,31.4
E01003678,Redbridge 036D,316,9.4,1.8,12.5,59639,11.3,10,2.4,36.8
E01003679,Redbridge 036E,339,8.5,1.7,11.8,55124,15,6.3,1,34.9
E01003680,Redbridge 036F,306,11.2,1.5,14.5,53915,9.9,10.3,2.3,28
E01003681,Redbridge 036G,354,26.2,2,15.7,40223,30.5,20.5,1.4,31.3
E01003682,Redbridge 036H,330,8.7,2,18.5,54114,14,11.2,2.2,35.9
E01003797,Richmond upon Thames 001A,152,14.5,3.3,5.4,94005,20.5,10.1,7.8,60.8
E01003798,Richmond upon Thames 001B,206,28.1,3.4,6.9,62813,36.8,22,4.8,62.9
E01003799,Richmond upon Thames 001C,231,25.1,3.7,6.7,79954,27,29.6,3.1,65.8
E01003800,Richmond upon Thames 001D,242,29.7,3.6,12.5,50712,29.1,18.6,3.2,50.9
E01003801,Richmond upon Thames 001E,222,28.1,3.6,8.1,72143,29.6,31.5,6.5,63.7
E01003802,Richmond upon Thames 001F,192,21.3,3.2,14.9,78891,36.1,33.9,12.4,66.8
E01003803,Richmond upon Thames 001G,288,42.4,2.6,12.7,36913,33.1,12.5,3.7,32.3
E01003846,Richmond upon Thames 002A,198,12.9,2.9,4.8,81518,19.4,16.4,1.6,67.4
E01003847,Richmond upon Thames 002B,227,34.8,3,10.1,59698,45.5,42.3,9,63.7
E01003849,Richmond upon Thames 002C,182,26.2,3.1,7.2,70153,34.8,20.2,5.6,67.3
E01003851,Richmond upon Thames 002D,175,14.8,3,4.8,80501,30.8,24,4.7,67
E01003860,Richmond upon Thames 002E,279,31.4,6.3,8.5,67304,33.9,35.7,5.3,67.2
E01003864,Richmond upon Thames 002F,212,25.2,4.4,7.9,65951,36.4,26.4,2.6,66.4
E01003852,Richmond upon Thames 003A,246,35.9,3,10.4,52850,41.1,26.1,2.5,58.6
E01003853,Richmond upon Thames 003B,190,28.6,3,6.1,60529,33.1,13.3,3.7,54.2
E01003854,Richmond upon Thames 003C,194,30.2,3.7,4.9,61413,36.3,24.8,4.7,60.3
E01003855,Richmond upon Thames 003D,314,38.1,2.6,9.7,44854,42.8,23.8,3.6,47.1
E01003856,Richmond upon Thames 003E,208,31,3,4.9,53443,36,32.7,2.3,60.6
E01003857,Richmond upon Thames 003F,182,25.9,2.9,4.5,62136,30.8,24.9,3.1,60.8
E01003858,Richmond upon Thames 003G,173,20.2,3,4.1,73342,28.3,22.6,2.4,62.5
E01003848,Richmond upon Thames 004A,308,29.4,4.4,6.5,52320,30.5,28.9,2.9,57.3
E01003861,Richmond upon Thames 004C,350,33.6,6,9.6,57109,37.5,32.6,4.3,64.6
E01003862,Richmond upon Thames 004D,205,32.1,3.6,7.2,48577,36.7,23,2.3,49.8
E01003863,Richmond upon Thames 004E,188,38.3,4,7.2,49697,39.9,14.6,3.6,48.7
E01003865,Richmond upon Thames 004F,185,27.8,2.8,7.9,50154,29.1,15.3,2.6,49.5
E01033570,Richmond upon Thames 004G,261,25.1,0.7,19.5,55410,34.6,40.1,7.3,59
E01033571,Richmond upon Thames 004H,211,26.4,2.5,7.9,52123,31.4,13.1,1.7,52
E01003804,Richmond upon Thames 005A,209,27,2.9,10.2,60229,31.9,28,2.4,60.8
E01003807,Richmond upon Thames 005B,325,31,3,8.2,54362,33,33.5,4.7,57.3
E01003808,Richmond upon Thames 005C,196,23.1,3.3,3.4,62726,33.5,20.7,2.5,59.3
E01003809,Richmond upon Thames 005D,202,18.9,2.7,7.8,77204,24.8,14.3,3.4,61.7
E01003859,Richmond upon Thames 005E,199,19.8,3,6.5,67558,25.8,16.6,2.6,61
E01003873,Richmond upon Thames 006A,238,39.5,6.1,10.2,63709,44.2,36.2,5.9,69.5
E01003874,Richmond upon Thames 006B,245,34.8,4.1,7.9,66610,43.2,38.6,5.2,70.1
E01003875,Richmond upon Thames 006C,204,23.8,3,10.9,74630,32.6,21.6,4.1,61.6
E01003878,Richmond upon Thames 006D,210,37,2.1,7.9,50259,45.5,14.5,2.6,44.5
E01003866,Richmond upon Thames 007A,154,16.7,3,3.1,74214,25.7,18.7,2.7,68.8
E01003868,Richmond upon Thames 007B,202,25.5,3.8,2.8,66293,29,32.1,2.9,68.8
E01003871,Richmond upon Thames 007C,201,15.9,2.4,7.8,67229,22.4,19,5.2,62.1
E01003872,Richmond upon Thames 007D,216,28.1,2.9,6.9,63753,39.5,33.7,3.8,65.5
E01003821,Richmond upon Thames 008A,211,36.9,2.7,9.3,65291,46.3,44.5,8,65.9
E01003876,Richmond upon Thames 008B,298,42,6.8,9,69738,44.5,42.4,9.8,67.9
E01003877,Richmond upon Thames 008C,170,31.9,4.4,10.4,74869,41.4,32.3,6.2,67.7
E01003879,Richmond upon Thames 008D,408,24.8,2.1,7.5,75936,35.2,38.7,3.8,61
E01003892,Richmond upon Thames 009A,180,23.9,3.6,10.6,75152,38,35.1,6.3,65.1
E01003893,Richmond upon Thames 009B,231,31.4,3.9,10,56231,40.4,38.2,3.8,62.4
E01003894,Richmond upon Thames 009C,249,27.6,4.2,8,65861,36.4,35.7,4.4,69.6
